qname	qlen	qstart	qend	strand	tname	tlen	tstart	tend	nmatch	alen	mapq
scaffold_91	120630	102863	104210	-	CP052048.1	2853886	116199	117546	192	1347	60
scaffold_51	297976	124128	125629	-	CP052048.1	2853886	159813	161314	417	1502	60
scaffold_106	94230	50069	51240	-	CP052048.1	2853886	203811	205045	632	1234	60
scaffold_96	109087	69664	70419	+	CP052048.1	2853886	204189	204943	277	755	60
scaffold_68	182924	131934	133117	-	CP052048.1	2853886	218787	219969	733	1183	60
scaffold_85	135051	16491	17825	-	CP052048.1	2853886	222090	223681	296	1592	60
scaffold_110	91422	7841	8382	-	CP052048.1	2853886	223364	223907	197	545	60
scaffold_96	109087	70684	73748	+	CP052048.1	2853886	223390	226070	731	3070	60
scaffold_321	18170	2658	3335	+	CP052048.1	2853886	223435	224113	112	683	60
scaffold_153	61587	33521	34073	-	CP052048.1	2853886	223450	224002	178	556	60
scaffold_194	39750	39065	39356	-	CP052048.1	2853886	226983	227289	107	306	60
scaffold_644	4150	2203	3603	+	CP052048.1	2853886	236343	237746	256	1403	60
scaffold_51	297976	196083	197428	+	CP052048.1	2853886	236395	237740	148	1345	60
scaffold_292	21110	4086	5865	-	CP052048.1	2853886	247441	249220	790	1779	60
scaffold_50	298037	72802	73941	+	CP052048.1	2853886	247727	248866	157	1139	60
scaffold_88	125722	5787	6327	-	CP052048.1	2853886	248750	249273	225	540	60
scaffold_1428	591	143	588	+	CP052048.1	2853886	276926	277371	408	445	60
scaffold_51	297976	179102	180879	+	CP052048.1	2853886	297778	299555	495	1777	60
scaffold_172	48882	4616	5458	+	CP052048.1	2853886	298306	299148	121	842	60
scaffold_10	1239786	1149690	1150420	-	CP052048.1	2853886	310040	310770	106	730	60
scaffold_1593	527	14	525	+	CP052048.1	2853886	329705	330216	498	511	60
scaffold_1634	518	0	514	+	CP052048.1	2853886	330763	331277	514	514	60
scaffold_1454	575	3	395	+	CP052048.1	2853886	331702	332094	357	392	60
scaffold_33	455355	376137	418309	-	CP052048.1	2853886	347494	388934	25707	42513	60
scaffold_218	33655	17612	21692	-	CP052048.1	2853886	347695	351670	2300	4084	60
scaffold_33	455355	259823	372234	-	CP052048.1	2853886	392311	500884	73455	114437	60
scaffold_33	455355	253974	255646	-	CP052048.1	2853886	501083	502478	180	1674	60
scaffold_33	455355	216185	247699	-	CP052048.1	2853886	502798	522948	11172	31630	60
scaffold_33	455355	99965	213206	-	CP052048.1	2853886	527636	637071	62178	114023	60
scaffold_1491	561	13	553	+	CP052048.1	2853886	627705	628263	537	558	60
scaffold_1654	514	13	497	-	CP052048.1	2853886	629547	630031	377	484	60
scaffold_33	455355	194	97498	-	CP052048.1	2853886	640265	739886	55916	100884	60
scaffold_1239	696	17	683	-	CP052048.1	2853886	706675	707342	642	667	60
scaffold_177	45595	113	45437	-	CP052048.1	2853886	739989	780061	22875	46280	60
scaffold_42	372282	4	358725	+	CP052048.1	2853886	780910	1128781	226865	362035	60
scaffold_1611	523	6	464	-	CP052048.1	2853886	860106	860564	410	458	60
scaffold_1150	770	16	754	-	CP052048.1	2853886	860985	861723	701	738	60
scaffold_51	297976	289438	294245	-	CP052048.1	2853886	897273	902124	1322	4860	60
scaffold_1456	575	13	541	+	CP052048.1	2853886	932161	932689	478	528	60
scaffold_1451	577	11	549	-	CP052048.1	2853886	1121391	1121929	404	538	60
scaffold_185	43118	14246	42988	+	CP052048.1	2853886	1128808	1156626	21583	28773	60
scaffold_1512	552	6	543	+	CP052048.1	2853886	1152283	1152820	503	537	60
scaffold_34	442899	180	321892	+	CP052048.1	2853886	1156686	1491107	222424	336239	60
scaffold_34	442899	325869	440688	+	CP052048.1	2853886	1494006	1611178	81237	117450	60
scaffold_904	1345	73	1211	-	CP052048.1	2853886	1611189	1612552	710	1363	60
scaffold_10	1239786	108	143199	+	CP052048.1	2853886	1612410	1753538	99289	144707	60
scaffold_45	358384	22886	30500	-	CP052048.1	2853886	1754461	1761936	1095	7635	60
scaffold_1494	559	144	538	-	CP052048.1	2853886	1759896	1760266	85	394	60
scaffold_10	1239786	176029	213741	+	CP052048.1	2853886	1782947	1819069	26555	37843	60
scaffold_10	1239786	218147	234901	+	CP052048.1	2853886	1821958	1838706	11862	16785	60
scaffold_10	1239786	240353	300992	+	CP052048.1	2853886	1842300	1903150	36300	61185	60
scaffold_1373	619	18	603	-	CP052048.1	2853886	1863232	1863817	461	585	60
scaffold_10	1239786	304249	643068	+	CP052048.1	2853886	1918600	2259388	213634	355409	60
scaffold_101	101313	66705	70147	+	CP052048.1	2853886	1957577	1960915	498	3442	60
scaffold_96	109087	104110	105425	-	CP052048.1	2853886	1961716	1963031	309	1318	60
scaffold_145	69505	647	1675	+	CP052048.1	2853886	1961716	1962741	269	1028	60
scaffold_110	91422	705	1753	+	CP052048.1	2853886	1961726	1962774	380	1050	60
scaffold_85	135051	100990	101913	-	CP052048.1	2853886	1961819	1962741	404	925	60
scaffold_133	76283	74723	75915	-	CP052048.1	2853886	1961936	1963120	358	1192	60
scaffold_533	6969	1217	1824	+	CP052048.1	2853886	1962210	1962817	305	607	60
scaffold_10	1239786	649763	654372	+	CP052048.1	2853886	2268204	2272828	3102	4630	60
scaffold_10	1239786	661859	664907	+	CP052048.1	2853886	2273554	2276344	509	3050	60
scaffold_10	1239786	668620	685668	+	CP052048.1	2853886	2289780	2309489	8697	19774	60
scaffold_10	1239786	685729	787124	+	CP052048.1	2853886	2325532	2440233	48710	122592	60
scaffold_10	1239786	804343	822704	+	CP052048.1	2853886	2442802	2461084	9875	18526	60
scaffold_10	1239786	825739	866206	+	CP052048.1	2853886	2461619	2502236	20022	42404	60
scaffold_1473	566	17	562	-	CP052048.1	2853886	2492528	2493073	507	545	60
scaffold_1081	851	17	841	-	CP052048.1	2853886	2493526	2494350	759	824	60
scaffold_10	1239786	871822	878417	+	CP052048.1	2853886	2511668	2518466	2634	6810	60
scaffold_10	1239786	878774	879622	+	CP052048.1	2853886	2523997	2524848	141	851	60
scaffold_10	1239786	910268	982463	+	CP052048.1	2853886	2529174	2600937	36937	74046	60
scaffold_1329	640	18	590	-	CP052048.1	2853886	2535678	2536250	452	572	60
scaffold_1129	786	18	770	-	CP052048.1	2853886	2600837	2601589	688	752	60
scaffold_10	1239786	996904	997743	+	CP052048.1	2853886	2601939	2602785	202	848	60
scaffold_10	1239786	998577	1024242	+	CP052048.1	2853886	2617811	2643526	11098	28478	60
scaffold_938	1221	12	1210	+	CP052048.1	2853886	2632074	2633270	982	1198	60
scaffold_10	1239786	1037377	1037742	+	CP052048.1	2853886	2656035	2656399	139	365	60
scaffold_10	1239786	1047500	1057621	+	CP052048.1	2853886	2657161	2668396	5396	11266	60
scaffold_10	1239786	1060870	1076277	+	CP052048.1	2853886	2670502	2682712	6368	15420	60
scaffold_10	1239786	1199218	1199914	+	CP052048.1	2853886	2683648	2684344	135	696	60
scaffold_1632	519	7	503	+	CP052048.1	2853886	2683786	2684282	279	496	60
scaffold_10	1239786	1076285	1103663	+	CP052048.1	2853886	2684882	2712249	17581	27740	60
scaffold_10	1239786	1136627	1203899	+	CP052048.1	2853886	2712365	2780160	32498	77436	60
scaffold_50	298037	281141	283567	+	CP052048.1	2853886	2759794	2762268	219	2474	60
scaffold_112	88048	60638	66391	+	CP052048.1	2853886	2769964	2775647	324	5794	60
scaffold_85	135051	72655	72802	-	CP052048.1	2853886	2817243	2817390	97	147	60
scaffold_91	120630	35089	35466	-	CP052048.1	2853886	2818894	2819271	157	377	60
scaffold_51	297976	229050	232956	-	CP052048.1	2853886	2818942	2822847	107	3906	60
scaffold_51	297976	214562	218162	+	CP052048.1	2853886	2819302	2822901	257	3600	60
scaffold_116	84153	33090	39463	-	CP052048.1	2853886	2824361	2830634	600	6388	60
scaffold_988	1021	313	971	+	CP052048.1	2853886	2824361	2825019	179	658	60
scaffold_40	392173	110917	118453	-	CP052048.1	2853886	2824361	2831797	600	7541	60
scaffold_32	471417	13300	19661	-	CP052048.1	2853886	2825366	2831797	536	6479	60
scaffold_48	348853	344144	345599	-	CP052048.1	2853886	2827214	2828669	256	1455	60
scaffold_91	120630	113399	118653	+	CP052048.1	2853886	2827221	2830634	420	5276	60
scaffold_143	70430	66950	68033	+	CP052048.1	2853886	2828302	2829393	187	1091	60
scaffold_994	1008	34	773	-	CP052048.1	2853886	2835679	2836418	153	739	60
scaffold_144	69844	2856	3195	+	CP052048.1	2853886	2839779	2840119	170	340	60
scaffold_249	26889	14087	14382	-	CP052048.1	2853886	2839782	2840078	129	296	60
scaffold_51	297976	142720	143485	-	CP052048.1	2853886	2853103	2853859	138	777	60
scaffold_59	256653	28874	36310	+	CP052048.1	2853886	2824457	2831797	794	7444	59
scaffold_32	471417	277811	279621	-	CP052048.1	2853886	10658	12463	115	1815	57
scaffold_154	60446	55588	57066	+	CP052048.1	2853886	1961936	1963423	268	1490	56
scaffold_59	256653	8320	8525	-	CP052048.1	2853886	203968	204156	89	205	55
scaffold_62	231438	226736	227742	-	CP052048.1	2853886	779552	781031	241	1479	55
scaffold_40	392173	171794	174325	+	CP052048.1	2853886	218811	221326	246	2531	54
scaffold_305	20108	15812	15895	+	CP052048.1	2853886	269702	269785	83	83	54
scaffold_11	1212133	236191	237268	+	CP052048.1	2853886	779561	780974	281	1430	51
scaffold_11	1212133	197589	198523	+	CP052048.1	2853886	779567	780974	257	1407	51
scaffold_143	70430	54905	55205	+	CP052048.1	2853886	223390	223696	171	306	50
scaffold_82	143064	78913	79133	-	CP052048.1	2853886	780811	781031	174	220	49
scaffold_51	297976	64519	65120	-	CP052048.1	2853886	2354181	2354800	95	619	49
scaffold_67	184376	33708	38996	-	CP052048.1	2853886	2826497	2831797	520	5343	49
scaffold_6	1692318	1553161	1559550	+	CP052048.1	2853886	2825184	2831448	638	6401	48
scaffold_101	101313	78459	78577	-	CP052048.1	2853886	780811	780929	94	118	47
scaffold_1	2692756	106127	106858	-	CP052048.1	2853886	2355597	2356316	88	731	47
scaffold_1565	532	107	254	-	CP052048.1	2853886	184754	184902	67	148	45
scaffold_40	392173	185613	186675	+	CP052048.1	2853886	130004	131066	861	1062	44
scaffold_67	184376	54228	54433	+	CP052048.1	2853886	213618	213823	133	205	44
scaffold_110	91422	69263	69625	+	CP052048.1	2853886	223390	223757	178	367	44
scaffold_978	1052	273	949	+	CP052048.1	2853886	247727	248403	186	676	44
scaffold_16	897138	1038	2242	-	CP052048.1	2853886	2357627	2358832	212	1205	44
scaffold_1466	568	2	565	+	CP052048.1	2853886	63988	64595	239	648	43
scaffold_287	21903	9153	9470	+	CP052048.1	2853886	63917	64234	139	317	41
scaffold_50	298037	234338	235270	-	CP052048.1	2853886	1770092	1771001	87	934	40
scaffold_10	1239786	823768	823835	+	CP052048.1	2853886	2461397	2461464	67	67	40
scaffold_85	135051	61383	61752	-	CP052048.1	2853886	213696	214065	170	369	39
scaffold_67	184376	33205	33443	-	CP052048.1	2853886	217772	218010	75	238	39
scaffold_194	39750	32236	32301	+	CP052048.1	2853886	62789	62854	65	65	38
scaffold_99	104861	7070	7405	-	CP052048.1	2853886	86136	86468	92	335	38
scaffold_1432	589	19	513	-	CP052048.1	2853886	1756434	1756928	96	494	38
scaffold_45	358384	242777	243004	-	CP052048.1	2853886	255881	256109	93	229	35
scaffold_115	86240	21256	21398	-	CP052048.1	2853886	67369	67511	111	142	34
scaffold_93	118238	49600	50284	+	CP052048.1	2853886	2758707	2759394	70	690	34
scaffold_21	738175	47541	49227	+	CP052048.1	2853886	2830106	2831797	119	1691	34
scaffold_1628	520	68	408	-	CP052048.1	2853886	2830485	2830825	166	340	34
scaffold_172	48882	32061	32678	-	CP052048.1	2853886	222100	222833	127	735	33
scaffold_128	78074	49958	50090	-	CP052048.1	2853886	310671	310803	80	132	33
scaffold_1099	827	240	823	-	CP052048.1	2853886	64014	64645	208	631	32
scaffold_731	2806	32	507	+	CP052048.1	2853886	64190	64645	144	490	32
scaffold_320	18374	17694	17933	+	CP052048.1	2853886	212802	213014	71	239	32
scaffold_5	1863748	361892	362138	+	CP052048.1	2853886	780672	780974	174	302	32
scaffold_4	1881388	531223	531469	-	CP052048.1	2853886	780672	780974	174	302	32
scaffold_62	231438	14547	14635	+	CP052048.1	2853886	806231	806319	72	88	32
scaffold_101	101313	65652	65852	+	CP052048.1	2853886	1957346	1957545	65	201	32
scaffold_93	118238	28909	29209	+	CP052048.1	2853886	2790177	2790479	110	302	32
scaffold_110	91422	39705	39871	+	CP052048.1	2853886	89069	89235	65	166	30
scaffold_61	235649	60478	60616	-	CP052048.1	2853886	155266	155409	103	143	29
scaffold_112	88048	81728	83132	+	CP052048.1	2853886	84588	85855	516	1405	28
scaffold_315	18631	18	181	+	CP052048.1	2853886	780811	780974	131	163	28
scaffold_13	1103368	394210	394753	+	CP052048.1	2853886	2816381	2816924	61	543	28
scaffold_112	88048	1524	1732	-	CP052048.1	2853886	59477	59673	78	208	27
scaffold_1	2692756	77435	77536	-	CP052048.1	2853886	62678	62779	63	101	27
scaffold_3	2381582	22	185	+	CP052048.1	2853886	780811	780974	137	163	27
scaffold_51	297976	110520	110752	-	CP052048.1	2853886	125032	125264	61	232	26
scaffold_75	154281	154118	154281	-	CP052048.1	2853886	780811	780974	140	163	26
scaffold_82	143064	72212	73105	-	CP052048.1	2853886	2355407	2356316	84	909	26
scaffold_45	358384	75512	82668	+	CP052048.1	2853886	2824347	2831862	569	7517	26
scaffold_45	358384	48327	53704	+	CP052048.1	2853886	2826471	2831862	571	5395	26
scaffold_122	81337	28976	29198	+	CP052048.1	2853886	2355384	2355605	115	222	25
scaffold_30	507731	220999	221188	-	CP052048.1	2853886	86285	86473	110	189	24
scaffold_48	348853	343747	345215	-	CP052048.1	2853886	2357117	2358584	291	1468	24
scaffold_67	184376	55588	64218	+	CP052048.1	2853886	2823155	2831797	489	8670	24
scaffold_48	348853	155251	157669	+	CP052048.1	2853886	2836154	2838568	316	2418	24
scaffold_82	143064	138466	139007	-	CP052048.1	2853886	116339	116880	115	541	23
scaffold_46	353283	198929	199019	+	CP052048.1	2853886	1659134	1659224	90	90	23
scaffold_75	154281	151793	153548	+	CP052048.1	2853886	62857	64628	821	1771	22
scaffold_50	298037	205124	205449	-	CP052048.1	2853886	160897	161223	61	326	22
scaffold_173	47066	38894	39646	+	CP052048.1	2853886	1961991	1962741	218	752	22
scaffold_9	1406917	460213	461081	-	CP052048.1	2853886	2810022	2810715	117	868	22
scaffold_45	358384	238956	239888	-	CP052048.1	2853886	124858	125790	95	932	21
scaffold_40	392173	138135	138335	+	CP052048.1	2853886	255711	255908	59	200	21
scaffold_71	175185	97199	101172	-	CP052048.1	2853886	2355384	2359375	88	3991	21
scaffold_71	175185	101786	108991	-	CP052048.1	2853886	2824347	2831538	576	7291	21
scaffold_1	2692756	120068	120235	-	CP052048.1	2853886	2824347	2824514	102	167	21
scaffold_1	2692756	81253	86568	-	CP052048.1	2853886	2826471	2831797	409	5330	21
scaffold_1	2692756	275497	275591	+	CP052048.1	2853886	123386	123480	58	94	20
scaffold_731	2806	2619	2755	+	CP052048.1	2853886	779561	779817	86	256	19
scaffold_128	78074	4520	4620	+	CP052048.1	2853886	2790311	2790411	53	100	19
scaffold_48	348853	54646	62170	+	CP052048.1	2853886	2824361	2831797	788	7578	19
scaffold_111	88385	87894	88321	-	CP052048.1	2853886	64201	64645	161	478	18
scaffold_753	2541	4	157	-	CP052048.1	2853886	252044	252197	143	153	18
scaffold_102	100464	65970	66188	+	CP052048.1	2853886	2790177	2790396	75	219	17
scaffold_156	59460	4957	5128	+	CP052048.1	2853886	255711	255900	59	190	16
scaffold_82	143064	114894	117539	+	CP052048.1	2853886	2357584	2360232	238	2649	16
scaffold_4	1881388	531524	531669	-	CP052048.1	2853886	779552	779817	95	265	15
scaffold_45	358384	236965	237914	+	CP052048.1	2853886	779552	780974	274	1422	15
scaffold_874	1526	1412	1477	-	CP052048.1	2853886	2845304	2845369	59	65	15
scaffold_6	1692318	1512847	1512997	+	CP052048.1	2853886	58519	58669	57	150	14
scaffold_51	297976	5240	5889	+	CP052048.1	2853886	58580	59229	57	649	14
scaffold_129	76929	76422	76907	-	CP052048.1	2853886	64133	64645	141	512	14
scaffold_212	35064	7719	7939	-	CP052048.1	2853886	125681	125901	57	220	14
scaffold_45	358384	306407	306507	-	CP052048.1	2853886	125882	125982	57	100	14
scaffold_50	298037	207743	207993	-	CP052048.1	2853886	160256	160506	57	250	14
scaffold_101	101313	88631	88822	+	CP052048.1	2853886	212796	212986	57	191	14
scaffold_30	507731	453178	453889	-	CP052048.1	2853886	217312	218023	57	711	14
scaffold_172	48882	5439	5643	-	CP052048.1	2853886	338832	339036	57	204	14
scaffold_8	1419871	1225470	1225546	-	CP052048.1	2853886	806569	806645	76	76	14
scaffold_10	1239786	237251	237521	+	CP052048.1	2853886	1838840	1839110	57	271	14
scaffold_75	154281	28671	28896	-	CP052048.1	2853886	1957093	1957317	57	225	14
scaffold_181	44073	25457	25702	-	CP052048.1	2853886	1957123	1957365	57	245	14
scaffold_1708	502	50	491	-	CP052048.1	2853886	2358530	2358970	116	441	14
scaffold_323	18080	11606	12347	-	CP052048.1	2853886	2519838	2520579	57	741	14
scaffold_14	908909	130054	130254	-	CP052048.1	2853886	2790177	2790378	57	201	14
scaffold_61	235649	85952	86163	-	CP052048.1	2853886	2824266	2824476	57	211	14
scaffold_9	1406917	478130	478387	-	CP052048.1	2853886	2824266	2824523	57	258	14
scaffold_68	182924	174340	174676	+	CP052048.1	2853886	2837071	2837407	57	336	14
scaffold_50	298037	205009	205345	+	CP052048.1	2853886	116327	116664	55	337	13
scaffold_175	46490	35819	35867	+	CP052048.1	2853886	70477	70525	48	48	12
scaffold_10	1239786	869991	870687	+	CP052048.1	2853886	2504239	2504923	57	696	12
scaffold_51	297976	77961	78010	-	CP052048.1	2853886	64596	64645	49	49	11
scaffold_144	69844	29986	31263	+	CP052048.1	2853886	84573	85855	412	1284	11
scaffold_107	93315	87885	88304	+	CP052048.1	2853886	213618	214065	99	447	11
scaffold_10	1239786	143575	144661	-	CP052048.1	2853886	779819	780984	67	1165	11
scaffold_12	1155968	733344	733590	+	CP052048.1	2853886	780672	780974	107	302	11
scaffold_80	143857	75675	75733	-	CP052048.1	2853886	2845304	2845362	52	58	10
scaffold_50	298037	260428	261559	+	CP052048.1	2853886	2357117	2358248	213	1132	9
scaffold_842	1747	534	656	+	CP052048.1	2853886	252000	252122	87	122	8
scaffold_22	716055	25988	26609	-	CP052048.1	2853886	2683629	2684251	57	622	8
scaffold_51	297976	227663	228927	-	CP052048.1	2853886	2838812	2840078	57	1266	8
scaffold_67	184376	11639	11715	-	CP052048.1	2853886	806569	806645	64	76	7
scaffold_102	100464	92049	96044	+	CP052048.1	2853886	1754398	1758450	316	4065	7
scaffold_315	18631	15115	16096	+	CP052048.1	2853886	1777313	1778433	76	1124	7
scaffold_11	1212133	198626	201431	+	CP052048.1	2853886	2358514	2361264	193	2812	7
scaffold_83	140534	57660	57705	+	CP052048.1	2853886	70434	70479	45	45	6
scaffold_107	93315	76085	79639	-	CP052048.1	2853886	2191194	2194705	57	3554	6
scaffold_13	1103368	35315	35473	+	CP052048.1	2853886	372444	372602	45	158	5
scaffold_22	716055	654933	655004	+	CP052048.1	2853886	806231	806302	44	71	5
scaffold_11	1212133	270711	270825	-	CP052048.1	2853886	806516	806630	70	114	5
scaffold_129	76929	42823	42989	+	CP052048.1	2853886	2600711	2600876	46	166	5
scaffold_243	28230	23696	23741	+	CP052048.1	2853886	2755369	2755414	45	45	5
scaffold_59	256653	80081	80693	+	CP052048.1	2853886	2831187	2831797	122	612	5
scaffold_112	88048	2306	3989	-	CP052048.1	2853886	47592	49275	358	1708	4
scaffold_70	181850	14	225	+	CP052048.1	2853886	64452	64645	82	211	4
scaffold_429	11191	9011	9678	+	CP052048.1	2853886	86713	87383	372	671	4
scaffold_96	109087	39175	41608	-	CP052048.1	2853886	99119	101929	869	2870	4
scaffold_128	78074	50227	50548	+	CP052048.1	2853886	131354	131675	44	321	4
scaffold_1498	558	326	473	-	CP052048.1	2853886	2357578	2357725	44	147	4
scaffold_1206	720	54	654	+	CP052048.1	2853886	2834674	2835274	193	600	4
scaffold_14	908909	8649	8727	+	CP052048.1	2853886	280086	280165	42	79	2
scaffold_68	182924	74440	75126	-	CP052048.1	2853886	298819	299505	77	686	2
scaffold_96	109087	97824	98003	-	CP052048.1	2853886	338729	338908	42	179	2
scaffold_1646	516	107	366	-	CP052048.1	2853886	1595834	1596095	42	261	2
scaffold_670	3704	638	3699	-	CP052048.1	2853886	1755783	1758863	424	3082	2
scaffold_287	21903	8953	10140	-	CP052048.1	2853886	63380	64628	137	1251	1
scaffold_82	143064	118586	118896	-	CP052048.1	2853886	779475	780081	124	606	1
scaffold_769	2378	2282	2323	+	CP052048.1	2853886	779776	779817	41	41	1
scaffold_154	60446	28699	28846	-	CP052048.1	2853886	2817243	2817390	56	147	1
scaffold_153	61587	9718	10074	+	CP052048.1	2853886	5155	5511	129	356	0
scaffold_48	348853	59009	66003	-	CP052048.1	2853886	6985	13773	336	7070	0
scaffold_128	78074	50514	51092	-	CP052048.1	2853886	9172	9750	54	578	0
scaffold_55	268656	19087	19585	-	CP052048.1	2853886	9381	9879	95	498	0
scaffold_60	240913	107357	107506	+	CP052048.1	2853886	9730	9879	67	149	0
scaffold_45	358384	259411	267182	-	CP052048.1	2853886	10546	18380	358	7957	0
scaffold_26	567511	550800	550927	-	CP052048.1	2853886	10550	10677	63	127	0
scaffold_45	358384	308395	312807	-	CP052048.1	2853886	10550	14929	367	4412	0
scaffold_4	1881388	1685196	1692832	+	CP052048.1	2853886	10566	18349	601	7788	0
scaffold_11	1212133	238019	240564	-	CP052048.1	2853886	10568	13116	172	2548	0
